,type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,cycle
3492,impedance,[2010.       6.      29.       0.      12.       8.687],24,B0044,254,3493,03493.csv,,0.086289455343448,0.2176103583287245,1393
3493,discharge,[2.01e+03 6.00e+00 2.90e+01 0.00e+00 4.40e+01 7.80e-02],4,B0044,255,3494,03494.csv,1.3153320403016997,,,1394
3494,charge,[2.0100e+03 6.0000e+00 2.9000e+01 2.0000e+00 1.3000e+01 2.3796e+01],4,B0044,256,3495,03495.csv,,,,1394
3495,discharge,[2010.       6.      29.       5.      14.      48.968],4,B0044,257,3496,03496.csv,1.322963328110081,,,1395
3496,charge,[2010.     6.    29.     6.    43.    33.5],4,B0044,258,3497,03497.csv,,,,1395
3497,discharge,[2010.       6.      29.       9.      44.      58.609],4,B0044,259,3498,03498.csv,1.3086991524155074,,,1396
3498,charge,[2010.       6.      29.      11.      13.      20.578],4,B0044,260,3499,03499.csv,,,,1396
3499,discharge,[2010.       6.      29.      14.      14.      43.546],4,B0044,261,3500,03500.csv,1.2897499583900436,,,1397
3500,charge,[2010.      6.     29.     15.     42.     37.75],4,B0044,262,3501,03501.csv,,,,1397
3501,discharge,[2.010e+03 6.000e+00 2.900e+01 1.800e+01 4.400e+01 1.531e+00],4,B0044,263,3502,03502.csv,1.2906172590904164,,,1398
3502,impedance,[2010.      6.     29.     20.     15.     20.89],24,B0044,264,3503,03503.csv,,0.090369624612056,0.2473597730418764,1398
3503,charge,[2010.       6.      29.      20.      47.      12.671],4,B0044,265,3504,03504.csv,,,,1398
3504,impedance,[2010.       6.      29.      23.      52.      41.093],24,B0044,266,3505,03505.csv,,0.084693672840073,0.230488456454893,1398
3505,discharge,[2010.       6.      30.       0.      24.      32.875],4,B0044,267,3506,03506.csv,1.2752011253442166,,,1399
3506,charge,[2.0100e+03 6.0000e+00 3.0000e+01 1.0000e+00 5.1000e+01 5.2468e+01],4,B0044,268,3507,03507.csv,,,,1399
3507,discharge,[2010.     6.    30.     4.    53.    18.5],4,B0044,269,3508,03508.csv,1.268607265737458,,,1400
3508,charge,[2010.       6.      30.       6.      20.       3.859],4,B0044,270,3509,03509.csv,,,,1400
3509,discharge,[2010.       6.      30.       9.      21.      28.343],4,B0044,271,3510,03510.csv,1.2565759973225976,,,1401
3510,charge,[2010.       6.      30.      10.      47.      43.109],4,B0044,272,3511,03511.csv,,,,1401
3511,discharge,[2010.       6.      30.      13.      49.       7.171],4,B0044,273,3512,03512.csv,1.2486254509320869,,,1402
3512,charge,[2010.      6.     30.     15.     14.     54.75],4,B0044,274,3513,03513.csv,,,,1402
3513,discharge,[2009.       6.      19.      17.      18.      16.015],24,B0036,0,3514,03514.csv,1.001982588175331,,,1403
3514,impedance,[2009.       6.      19.      17.      54.      12.968],24,B0036,1,3515,03515.csv,,0.1054582299525589,0.1487691175341289,1403
3515,charge,[2009.      6.     19.     18.     25.     58.64],24,B0036,2,3516,03516.csv,,,,1403
3516,impedance,[2009.       6.      19.      21.      31.       7.671],24,B0036,3,3517,03517.csv,,0.102986752659365,0.1308088982207626,1403
3517,discharge,[2.0090e+03 6.0000e+00 1.9000e+01 2.2000e+01 2.0000e+00 5.0609e+01],24,B0036,4,3518,03518.csv,1.8011007566288924,,,1404
3518,charge,[2009.       6.      19.      22.      58.      30.843],24,B0036,5,3519,03519.csv,,,,1404
3519,discharge,[2.009e+03 6.000e+00 2.000e+01 1.000e+00 5.900e+01 3.975e+01],24,B0036,6,3520,03520.csv,1.8044229856020628,,,1405
3520,charge,[2.0090e+03 6.0000e+00 2.0000e+01 2.0000e+00 5.5000e+01 2.5265e+01],24,B0036,7,3521,03521.csv,,,,1405
3521,discharge,[2009.       6.      20.       5.      55.      38.984],24,B0036,8,3522,03522.csv,1.804388833772829,,,1406
3522,charge,[2009.       6.      20.       6.      51.      23.171],24,B0036,9,3523,03523.csv,,,,1406
3523,discharge,[2009.       6.      20.       9.      50.      35.156],24,B0036,10,3524,03524.csv,1.7989248871784247,,,1407
3524,charge,[2009.       6.      20.      10.      46.       8.984],24,B0036,11,3525,03525.csv,,,,1407
3525,discharge,[2009.       6.      20.      13.      47.      19.156],24,B0036,12,3526,03526.csv,1.792996521672392,,,1408
3526,impedance,[2009.       6.      20.      14.      46.      42.328],24,B0036,13,3527,03527.csv,,0.101882440203153,0.1374624484507808,1408
3527,charge,[2009.       6.      20.      15.      18.      25.765],24,B0036,14,3528,03528.csv,,,,1408
3528,impedance,[2009.       6.      20.      18.      23.      38.703],24,B0036,15,3529,03529.csv,,0.1012609541587629,0.1291598306694328,1408
3529,discharge,[2009.       6.      20.      18.      55.      22.281],24,B0036,16,3530,03530.csv,1.7885507985621891,,,1409
3530,charge,[2009.       6.      20.      19.      50.      37.765],24,B0036,17,3531,03531.csv,,,,1409
3531,discharge,[2009.       6.      20.      22.      51.      49.984],24,B0036,18,3532,03532.csv,1.7890856930727703,,,1410
3532,charge,[2009.       6.      20.      23.      47.       6.421],24,B0036,19,3533,03533.csv,,,,1410
3533,discharge,[2.0090e+03 6.0000e+00 2.1000e+01 2.0000e+00 4.8000e+01 2.0078e+01],24,B0036,20,3534,03534.csv,1.7893137312833287,,,1411
3534,charge,[2009.       6.      21.       3.      43.      37.421],24,B0036,21,3535,03535.csv,,,,1411
3535,discharge,[2009.       6.      21.       6.      44.      49.843],24,B0036,22,3536,03536.csv,1.7860759459480868,,,1412
3536,charge,[2.009e+03 6.000e+00 2.100e+01 7.000e+00 4.000e+01 1.625e+00],24,B0036,23,3537,03537.csv,,,,1412
3537,discharge,[2009.       6.      21.      10.      41.      15.046],24,B0036,24,3538,03538.csv,1.7836324249650817,,,1413
3538,impedance,[2009.       6.      21.      11.      40.      22.859],24,B0036,25,3539,03539.csv,,0.1014675785101048,0.1347411679923802,1413
3539,charge,[2009.       6.      21.      12.      12.       7.046],24,B0036,26,3540,03540.csv,,,,1413
3540,impedance,[2009.       6.      21.      15.      17.      21.453],24,B0036,27,3541,03541.csv,,0.1013931483466459,0.1263893482577175,1413
3541,discharge,[2009.       6.      21.      15.      49.       5.796],24,B0036,28,3542,03542.csv,1.782972873807272,,,1414
3542,charge,[2009.       6.      21.      16.      44.      12.312],24,B0036,29,3543,03543.csv,,,,1414
3543,discharge,[2009.       6.      21.      19.      45.      24.468],24,B0036,30,3544,03544.csv,1.7813775963259668,,,1415
3544,charge,[2009.       6.      21.      20.      40.      28.906],24,B0036,31,3545,03545.csv,,,,1415
3545,discharge,[2009.       6.      21.      23.      41.      43.609],24,B0036,32,3546,03546.csv,1.7785359545932946,,,1416
3546,charge,[2009.       6.      22.       0.      36.      42.578],24,B0036,33,3547,03547.csv,,,,1416
3547,discharge,[2009.       6.      22.       3.      37.      57.218],24,B0036,34,3548,03548.csv,1.7759043090943398,,,1417
3548,charge,[2009.      6.     22.      4.     32.     51.75],24,B0036,35,3549,03549.csv,,,,1417
3549,discharge,[2009.       6.      22.       7.      34.       6.234],24,B0036,36,3550,03550.csv,1.7780426649905914,,,1418
3550,impedance,[2009.       6.      22.       8.      33.       4.921],24,B0036,37,3551,03551.csv,,0.1023442284398331,0.1315820642576044,1418
3551,charge,[2009.       6.      22.       9.       4.      49.718],24,B0036,38,3552,03552.csv,,,,1418
3552,impedance,[2009.       6.      22.      12.      10.       3.484],24,B0036,39,3553,03553.csv,,0.1025167815502021,0.1254868623452591,1418
3553,discharge,[2009.       6.      22.      12.      41.      48.359],24,B0036,40,3554,03554.csv,1.7830029333591657,,,1419
3554,charge,[2009.       6.      22.      13.      36.      56.609],24,B0036,41,3555,03555.csv,,,,1419
3555,discharge,[2009.       6.      22.      16.      38.      13.281],24,B0036,42,3556,03556.csv,1.7883000424613875,,,1420
3556,charge,[2009.       6.      22.      17.      33.      30.843],24,B0036,43,3557,03557.csv,,,,1420
3557,discharge,[2009.       6.      22.      20.      34.      46.062],24,B0036,44,3558,03558.csv,1.779294712578026,,,1421
3558,charge,[2009.       6.      22.      21.      29.      47.796],24,B0036,45,3559,03559.csv,,,,1421
3559,discharge,[2009.       6.      23.       0.      31.       3.375],24,B0036,46,3560,03560.csv,1.7709235500451854,,,1422
3560,charge,[2.0090e+03 6.0000e+00 2.3000e+01 1.0000e+00 2.5000e+01 5.0515e+01],24,B0036,47,3561,03561.csv,,,,1422
3561,discharge,[2009.       6.      23.       4.      27.       4.484],24,B0036,48,3562,03562.csv,1.7659050180801104,,,1423
3562,impedance,[2009.       6.      23.       5.      25.      42.796],24,B0036,49,3563,03563.csv,,0.1007125982811552,0.1307354701961412,1423
3563,charge,[2009.       6.      23.       5.      57.      28.093],24,B0036,50,3564,03564.csv,,,,1423
3564,impedance,[2.0090e+03 6.0000e+00 2.3000e+01 9.0000e+00 2.0000e+00 1.7546e+01],24,B0036,51,3565,03565.csv,,0.1022622571762007,0.1253183569242175,1423
3565,discharge,[2009.       6.      26.      15.      29.      34.968],24,B0036,52,3566,03566.csv,1.7826929241469245,,,1424
3566,impedance,[2009.       6.      26.      16.      28.      44.296],24,B0036,53,3567,03567.csv,,0.1042869240239075,0.1280448853025694,1424
3567,charge,[2009.       6.      26.      17.       0.      29.625],24,B0036,54,3568,03568.csv,,,,1424
3568,impedance,[2009.       6.      26.      20.       0.      38.765],24,B0036,55,3569,03569.csv,,0.1025951411216539,0.1237198229831826,1424
3569,discharge,[2009.       6.      26.      20.      32.      24.265],24,B0036,56,3570,03570.csv,1.7964662072920203,,,1425
3570,charge,[2.009e+03 6.000e+00 2.600e+01 2.100e+01 2.800e+01 1.531e+00],24,B0036,57,3571,03571.csv,,,,1425
3571,discharge,[2009.       6.      27.       0.      28.      29.453],24,B0036,58,3572,03572.csv,1.7909083533422898,,,1426
3572,charge,[2.0090e+03 6.0000e+00 2.7000e+01 1.0000e+00 2.3000e+01 5.9218e+01],24,B0036,59,3573,03573.csv,,,,1426
3573,discharge,[2009.       6.      27.       4.      25.      16.218],24,B0036,60,3574,03574.csv,1.78518002808874,,,1427
3574,charge,[2009.       6.      27.       5.      20.      35.984],24,B0036,61,3575,03575.csv,,,,1427
3575,discharge,[2009.       6.      27.       8.      21.      51.234],24,B0036,62,3576,03576.csv,1.7811343176546524,,,1428
3576,charge,[2009.      6.     27.      9.     17.      4.25],24,B0036,63,3577,03577.csv,,,,1428
3577,discharge,[2009.     6.    27.    12.    18.    20.5],24,B0036,64,3578,03578.csv,1.7755577789223569,,,1429
3578,impedance,[2009.       6.      27.      13.      17.      23.515],24,B0036,65,3579,03579.csv,,0.1024124840646906,0.1281590626914613,1429
3579,charge,[2009.       6.      27.      13.      49.       9.515],24,B0036,66,3580,03580.csv,,,,1429
3580,impedance,[2009.       6.      27.      16.      54.      26.703],24,B0036,67,3581,03581.csv,,0.1020481146391911,0.1239919497346756,1429
3581,discharge,[2009.       6.      27.      17.      26.      12.718],24,B0036,68,3582,03582.csv,1.776885870616115,,,1430
3582,charge,[2009.       6.      27.      18.      21.      18.234],24,B0036,69,3583,03583.csv,,,,1430
3583,discharge,[2009.       6.      27.      21.      22.      21.781],24,B0036,70,3584,03584.csv,1.7713083410378214,,,1431
3584,charge,[2009.       6.      27.      22.      17.      17.406],24,B0036,71,3585,03585.csv,,,,1431
3585,discharge,[2.0090e+03 6.0000e+00 2.8000e+01 1.0000e+00 1.8000e+01 3.4656e+01],24,B0036,72,3586,03586.csv,1.7713348840874137,,,1432
3586,charge,[2.0090e+03 6.0000e+00 2.8000e+01 2.0000e+00 1.3000e+01 3.0812e+01],24,B0036,73,3587,03587.csv,,,,1432
3587,discharge,[2009.      6.     28.      5.     14.     48.25],24,B0036,74,3588,03588.csv,1.766084286640505,,,1433
3588,charge,[2009.       6.      28.       6.       9.      35.093],24,B0036,75,3589,03589.csv,,,,1433
3589,discharge,[2009.       6.      28.       9.      10.      46.125],24,B0036,76,3590,03590.csv,1.7592793663412327,,,1434
3590,impedance,[2009.       6.      28.      10.       9.      20.734],24,B0036,77,3591,03591.csv,,0.1011799655818427,0.1277962756033119,1434
3591,charge,[2009.       6.      28.      10.      41.       7.187],24,B0036,78,3592,03592.csv,,,,1434
3592,impedance,[2009.       6.      28.      13.      46.      26.406],24,B0036,79,3593,03593.csv,,0.1021270310722576,0.1232897893999445,1434
3593,discharge,[2009.       6.      28.      14.      18.      12.906],24,B0036,80,3594,03594.csv,1.7610368813762425,,,1435
3594,charge,[2009.       6.      28.      15.      12.      50.796],24,B0036,81,3595,03595.csv,,,,1435
3595,discharge,[2009.       6.      28.      18.      13.      23.984],24,B0036,82,3596,03596.csv,1.760242767365706,,,1436
3596,charge,[2.009e+03 6.000e+00 2.800e+01 1.900e+01 8.000e+00 6.710e-01],24,B0036,83,3597,03597.csv,,,,1436
3597,discharge,[2009.       6.      28.      22.       7.      58.453],24,B0036,84,3598,03598.csv,1.7555899416034395,,,1437
3598,charge,[2.0090e+03 6.0000e+00 2.8000e+01 2.3000e+01 2.0000e+00 2.7281e+01],24,B0036,85,3599,03599.csv,,,,1437
3599,discharge,[2.009e+03 6.000e+00 2.900e+01 2.000e+00 3.000e+00 4.614e+01],24,B0036,86,3600,03600.csv,1.7545602176655593,,,1438
3600,charge,[2.0090e+03 6.0000e+00 2.9000e+01 2.0000e+00 5.8000e+01 1.3109e+01],24,B0036,87,3601,03601.csv,,,,1438
3601,discharge,[2009.       6.      29.       5.      59.      12.218],24,B0036,88,3602,03602.csv,1.7499108336094895,,,1439
3602,impedance,[2009.       6.      29.       6.      57.      31.187],24,B0036,89,3603,03603.csv,,0.1021005900576146,0.1282673045900516,1439
3603,charge,[2009.      6.     29.      7.     29.     18.39],24,B0036,90,3604,03604.csv,,,,1439
3604,impedance,[2009.       6.      29.      10.      34.      40.796],24,B0036,91,3605,03605.csv,,0.102312808475618,0.1227784604308282,1439
3605,discharge,[2009.       6.      29.      11.       6.      27.906],24,B0036,92,3606,03606.csv,1.7610225525303758,,,1440
3606,charge,[2.009e+03 6.000e+00 2.900e+01 1.200e+01 1.000e+00 7.828e+00],24,B0036,93,3607,03607.csv,,,,1440
3607,discharge,[2009.       6.      29.      14.      59.      50.625],24,B0036,94,3608,03608.csv,1.7624094574337117,,,1441
3608,charge,[2009.       6.      29.      15.      54.      32.859],24,B0036,95,3609,03609.csv,,,,1441
3609,discharge,[2009.       6.      29.      18.      50.      48.062],24,B0036,96,3610,03610.csv,1.7536170397120676,,,1442
3610,charge,[2009.      6.     29.     19.     45.     14.39],24,B0036,97,3611,03611.csv,,,,1442
3611,discharge,[2009.       6.      29.      22.      44.      42.875],24,B0036,98,3612,03612.csv,1.746204477519168,,,1443
3612,charge,[2009.       6.      29.      23.      38.      55.953],24,B0036,99,3613,03613.csv,,,,1443
3613,discharge,[2.0090e+03 6.0000e+00 3.0000e+01 2.0000e+00 3.6000e+01 3.9734e+01],24,B0036,100,3614,03614.csv,1.7406176172769725,,,1444
3614,impedance,[2009.      6.     30.      3.     34.     42.89],24,B0036,101,3615,03615.csv,,0.1009844381576679,0.1279030913067061,1444
3615,charge,[2009.       6.      30.       4.       6.      30.343],24,B0036,102,3616,03616.csv,,,,1444
3616,impedance,[2009.       6.      30.       7.      11.      10.921],24,B0036,103,3617,03617.csv,,0.1018814962807889,0.1240098116051723,1444
3617,discharge,[2.0090e+03 7.0000e+00 1.0000e+00 1.1000e+01 1.5000e+01 2.3875e+01],24,B0036,104,3618,03618.csv,1.750690404425682,,,1445
3618,impedance,[2.0090e+03 7.0000e+00 1.0000e+00 1.2000e+01 1.3000e+01 4.6546e+01],24,B0036,105,3619,03619.csv,,0.101869937334479,0.1257050037333607,1445
3619,charge,[2.0090e+03 7.0000e+00 1.0000e+00 1.2000e+01 4.5000e+01 3.4265e+01],24,B0036,106,3620,03620.csv,,,,1445
3620,impedance,[2.009e+03 7.000e+00 1.000e+00 1.500e+01 4.600e+01 3.075e+01],24,B0036,107,3621,03621.csv,,0.1027164415837004,0.121698467010417,1445
3621,discharge,[2.0090e+03 7.0000e+00 1.0000e+00 1.6000e+01 1.8000e+01 1.8546e+01],24,B0036,108,3622,03622.csv,1.765112055153915,,,1446
3622,charge,[2.009e+03 7.000e+00 1.000e+00 1.700e+01 1.300e+01 7.140e+00],24,B0036,109,3623,03623.csv,,,,1446
3623,discharge,[2.009e+03 7.000e+00 1.000e+00 2.000e+01 1.000e+01 2.437e+00],24,B0036,110,3624,03624.csv,1.763188826756488,,,1447
3624,charge,[2.0090e+03 7.0000e+00 1.0000e+00 2.1000e+01 4.0000e+00 4.6796e+01],24,B0036,111,3625,03625.csv,,,,1447
3625,discharge,[2009.       7.      14.      16.      14.      47.937],24,B0036,112,3626,03626.csv,1.985492952897096,,,1448
3626,impedance,[2009.       7.      14.      17.      20.      12.578],24,B0036,113,3627,03627.csv,,0.1043777366911868,0.1239405037461112,1448
3627,charge,[2.009e+03 7.000e+00 1.400e+01 1.700e+01 5.200e+01 5.310e-01],24,B0036,114,3628,03628.csv,,,,1448
3628,impedance,[2009.      7.     14.     20.     52.      2.39],24,B0036,115,3629,03629.csv,,0.1040227495138019,0.1243788336879979,1448
3629,discharge,[2009.       7.      14.      21.      23.      50.218],24,B0036,116,3630,03630.csv,1.765355730813324,,,1449
3630,charge,[2009.       7.      14.      22.      18.      36.765],24,B0036,117,3631,03631.csv,,,,1449
3631,discharge,[2.0090e+03 7.0000e+00 1.5000e+01 1.0000e+00 1.6000e+01 1.5015e+01],24,B0036,118,3632,03632.csv,1.7571880383127276,,,1450
3632,charge,[2.0090e+03 7.0000e+00 1.5000e+01 2.0000e+00 1.0000e+01 4.7203e+01],24,B0036,119,3633,03633.csv,,,,1450
3633,discharge,[2009.       7.      15.       5.       9.       4.546],24,B0036,120,3634,03634.csv,1.7573770661844437,,,1451
3634,charge,[2009.       7.      15.       6.       3.      37.218],24,B0036,121,3635,03635.csv,,,,1451
3635,discharge,[2009.       7.      15.       9.       4.      59.109],24,B0036,122,3636,03636.csv,1.7617376127979814,,,1452
3636,charge,[2009.       7.      15.       9.      59.      39.609],24,B0036,123,3637,03637.csv,,,,1452
3637,discharge,[2009.       7.      15.      12.      57.      49.296],24,B0036,124,3638,03638.csv,1.7606892547636663,,,1453
3638,impedance,[2009.       7.      15.      13.      56.      28.453],24,B0036,125,3639,03639.csv,,0.1035484717838907,0.1268638991057003,1453
3639,charge,[2009.       7.      15.      14.      28.      16.687],24,B0036,126,3640,03640.csv,,,,1453
3640,impedance,[2009.       7.      15.      17.      29.       6.468],24,B0036,127,3641,03641.csv,,0.1032775943747973,0.1229352636573638,1453
3641,discharge,[2009.      7.     15.     18.      0.     54.64],24,B0036,128,3642,03642.csv,1.760669562156983,,,1454
3642,charge,[2009.       7.      15.      18.      55.      33.765],24,B0036,129,3643,03643.csv,,,,1454
3643,discharge,[2009.       7.      15.      21.      52.      48.093],24,B0036,130,3644,03644.csv,1.752963802649152,,,1455
3644,charge,[2009.      7.     15.     22.     47.     13.64],24,B0036,131,3645,03645.csv,,,,1455
3645,discharge,[2.009e+03 7.000e+00 1.600e+01 1.000e+00 4.400e+01 5.839e+01],24,B0036,132,3646,03646.csv,1.750535708024147,,,1456
3646,charge,[2.0090e+03 7.0000e+00 1.6000e+01 2.0000e+00 3.9000e+01 1.9406e+01],24,B0036,133,3647,03647.csv,,,,1456
3647,discharge,[2009.       7.      16.       5.      37.      32.718],24,B0036,134,3648,03648.csv,1.7500761995337284,,,1457
3648,charge,[2009.       7.      16.       6.      31.      53.453],24,B0036,135,3649,03649.csv,,,,1457
3649,discharge,[2009.       7.      16.       9.      29.      18.125],24,B0036,136,3650,03650.csv,1.7465957802278385,,,1458
3650,impedance,[2009.       7.      16.      10.      27.      32.703],24,B0036,137,3651,03651.csv,,0.1033628543755121,0.1273372113382922,1458
3651,charge,[2009.       7.      16.      10.      59.      21.234],24,B0036,138,3652,03652.csv,,,,1458
3652,impedance,[2009.       7.      16.      14.       4.      11.781],24,B0036,139,3653,03653.csv,,0.1042910923115587,0.1229516511727095,1458
3653,discharge,[2.009e+03 7.000e+00 1.600e+01 1.400e+01 3.600e+01 4.530e-01],24,B0036,140,3654,03654.csv,1.753614286788707,,,1459
3654,charge,[2009    7   16   15   30   28],24,B0036,141,3655,03655.csv,,,,1459
3655,discharge,[2009.      7.     16.     18.     26.      9.14],24,B0036,142,3656,03656.csv,1.750725029920349,,,1460
3656,charge,[2009.       7.      16.      19.      20.      31.781],24,B0036,143,3657,03657.csv,,,,1460
3657,discharge,[2009.       7.      16.      22.      18.      31.578],24,B0036,144,3658,03658.csv,1.743305349081011,,,1461
3658,charge,[2009.       7.      16.      23.      12.      40.484],24,B0036,145,3659,03659.csv,,,,1461
3659,discharge,[2.0090e+03 7.0000e+00 1.7000e+01 2.0000e+00 1.0000e+01 3.8265e+01],24,B0036,146,3660,03660.csv,1.733662505277619,,,1462
3660,charge,[2009.       7.      17.       3.       4.      30.531],24,B0036,147,3661,03661.csv,,,,1462
3661,discharge,[2.0090e+03 7.0000e+00 1.7000e+01 6.0000e+00 2.0000e+00 3.1671e+01],24,B0036,148,3662,03662.csv,1.7319207051538927,,,1463
3662,impedance,[2009.       7.      17.       7.       0.      20.593],24,B0036,149,3663,03663.csv,,0.1011602319210744,0.1290285606007037,1463
3663,charge,[2009.      7.     17.      7.     32.      9.64],24,B0036,150,3664,03664.csv,,,,1463
3664,impedance,[2.009e+03 7.000e+00 1.700e+01 1.000e+01 3.700e+01 1.515e+00],24,B0036,151,3665,03665.csv,,0.1035779067064479,0.1234676083250016,1463
3665,discharge,[2009.       7.      17.      11.       8.      50.734],24,B0036,152,3666,03666.csv,1.7428604522751463,,,1464
3666,charge,[2.0090e+03 7.0000e+00 1.7000e+01 1.2000e+01 2.0000e+00 5.9515e+01],24,B0036,153,3667,03667.csv,,,,1464
3667,discharge,[2.009e+03 7.000e+00 1.700e+01 1.500e+01 0.000e+00 1.400e-01],24,B0036,154,3668,03668.csv,1.743306971099712,,,1465
3668,charge,[2009.       7.      17.      15.      54.      10.468],24,B0036,155,3669,03669.csv,,,,1465
3669,discharge,[2009.      7.     17.     18.     49.     14.75],24,B0036,156,3670,03670.csv,1.738524506272696,,,1466
3670,charge,[2009.       7.      17.      19.      43.      16.218],24,B0036,157,3671,03671.csv,,,,1466
3671,discharge,[2009.       7.      17.      22.      40.      36.953],24,B0036,158,3672,03672.csv,1.7295622663746972,,,1467
3672,charge,[2009.       7.      17.      23.      34.      22.421],24,B0036,159,3673,03673.csv,,,,1467
3673,discharge,[2.0090e+03 7.0000e+00 1.8000e+01 2.0000e+00 3.2000e+01 1.9203e+01],24,B0036,160,3674,03674.csv,1.7273036765742085,,,1468
3674,impedance,[2.009e+03 7.000e+00 1.800e+01 3.000e+00 3.000e+01 5.460e-01],24,B0036,161,3675,03675.csv,,0.1021967759787474,0.1274976345935558,1468
3675,charge,[2.0090e+03 7.0000e+00 1.8000e+01 4.0000e+00 1.0000e+00 4.9984e+01],24,B0036,162,3676,03676.csv,,,,1468
3676,impedance,[2009.      7.     18.      7.      6.     20.39],24,B0036,163,3677,03677.csv,,0.1015257349852554,0.125723168422026,1468
3677,discharge,[2009.      7.     23.     10.     25.     18.89],24,B0036,164,3678,03678.csv,1.7449370491071912,,,1469
3678,impedance,[2009.       7.      23.      11.      23.      32.343],24,B0036,165,3679,03679.csv,,0.10379049086169,0.1273702163877588,1469
3679,charge,[2009.       7.      23.      11.      55.      21.953],24,B0036,166,3680,03680.csv,,,,1469
3680,impedance,[2009    7   23   14   57    2],24,B0036,167,3681,03681.csv,,0.1032940105887217,0.1229881545844585,1469
3681,discharge,[2009.       7.      23.      15.      28.      51.734],24,B0036,168,3682,03682.csv,1.7642432071133691,,,1470
3682,charge,[2009.       7.      23.      16.      23.      40.343],24,B0036,169,3683,03683.csv,,,,1470
3683,discharge,[2009.      7.     23.     19.     19.     21.39],24,B0036,170,3684,03684.csv,1.7504882032049596,,,1471
3684,charge,[2009.       7.      23.      20.      13.      45.296],24,B0036,171,3685,03685.csv,,,,1471
3685,discharge,[2009.       7.      23.      23.      11.      10.812],24,B0036,172,3686,03686.csv,1.7442710815479925,,,1472
3686,charge,[2009.       7.      24.       0.       5.      23.906],24,B0036,173,3687,03687.csv,,,,1472
3687,discharge,[2.0090e+03 7.0000e+00 2.4000e+01 3.0000e+00 2.0000e+00 5.1234e+01],24,B0036,174,3688,03688.csv,1.7365413923373951,,,1473
3688,charge,[2009.       7.      24.       3.      56.      50.546],24,B0036,175,3689,03689.csv,,,,1473
3689,discharge,[2009.       7.      24.       6.      55.      12.218],24,B0036,176,3690,03690.csv,1.733223093105756,,,1474
3690,impedance,[2009.      7.     24.      7.     53.      5.75],24,B0036,177,3691,03691.csv,,0.1022661172462768,0.1296660665686608,1474
3691,charge,[2009.       7.      24.       8.      24.      55.609],24,B0036,178,3692,03692.csv,,,,1474
3692,impedance,[2009.       7.      24.      11.      29.      17.812],24,B0036,179,3693,03693.csv,,0.1032207839837861,0.124259090332115,1474
3693,discharge,[2.009e+03 7.000e+00 2.400e+01 1.200e+01 1.000e+00 7.843e+00],24,B0036,180,3694,03694.csv,1.73860622908762,,,1475
3694,charge,[2009.       7.      24.      12.      55.      11.375],24,B0036,181,3695,03695.csv,,,,1475
3695,discharge,[2009.       7.      24.      15.      46.       9.421],24,B0036,182,3696,03696.csv,1.7432134953746192,,,1476
3696,charge,[2009.       7.      24.      16.      40.      21.187],24,B0036,183,3697,03697.csv,,,,1476
3697,discharge,[2009.      7.     24.     19.     35.     49.25],24,B0036,184,3698,03698.csv,1.7332698214832971,,,1477
3698,charge,[2009.       7.      24.      20.      29.      43.093],24,B0036,185,3699,03699.csv,,,,1477
3699,discharge,[2009.       7.      24.      23.      28.       2.156],24,B0036,186,3700,03700.csv,1.7298906291663272,,,1478
3700,charge,[2009.       7.      25.       0.      21.      50.109],24,B0036,187,3701,03701.csv,,,,1478
3701,discharge,[2009.      7.     25.      3.     20.      5.39],24,B0036,188,3702,03702.csv,1.7204403348841348,,,1479
3702,impedance,[2009.       7.      25.       4.      17.      36.359],24,B0036,189,3703,03703.csv,,0.1019047502214661,0.1292324068892471,1479
3703,charge,[2009.       7.      25.       4.      49.      26.625],24,B0036,190,3704,03704.csv,,,,1479
3704,impedance,[2009.       7.      25.       7.      54.      52.171],24,B0036,191,3705,03705.csv,,0.1028892540502402,0.1256748253839231,1479
3705,discharge,[2009.       7.      25.       8.      26.      42.515],24,B0036,192,3706,03706.csv,1.724420729012913,,,1480
3706,charge,[2009.       7.      25.       9.      20.      20.984],24,B0036,193,3707,03707.csv,,,,1480
3707,discharge,[2009.       7.      25.      12.      19.      43.718],24,B0036,194,3708,03708.csv,1.7214872814061166,,,1481
3708,charge,[2009.       7.      25.      13.      13.      17.203],24,B0036,195,3709,03709.csv,,,,1481
3709,discharge,[2009.       7.      25.      16.      13.       2.187],24,B0036,196,3710,03710.csv,1.7197448773569262,,,1482
3710,charge,[2009.       7.      25.      17.       6.      32.296],24,B0036,197,3711,03711.csv,,,,1482
3711,discharge,[2009.       7.      25.      20.       6.      55.421],24,B0036,198,3712,03712.csv,1.7164304142145894,,,1483
3712,charge,[2009.       7.      25.      21.       0.      19.875],24,B0036,199,3713,03713.csv,,,,1483
3713,discharge,[2.009e+03 7.000e+00 2.600e+01 0.000e+00 1.000e+00 9.546e+00],24,B0036,200,3714,03714.csv,1.711202925329962,,,1484
3714,impedance,[2009.       7.      26.       0.      58.      24.625],24,B0036,201,3715,03715.csv,,0.1013862584808895,0.129631670797964,1484
3715,charge,[2.0090e+03 7.0000e+00 2.6000e+01 1.0000e+00 3.0000e+01 1.5437e+01],24,B0036,202,3716,03716.csv,,,,1484
3716,impedance,[2009.       7.      26.       4.      35.      20.656],24,B0036,203,3717,03717.csv,,0.1023155434535772,0.1251981335588939,1484
